clientid,client_type,ratio,loan_type,loan_initial_term,loan_initial_amount,loan_to_value_ratio,annual_percentage_rate,monthly_interest_rate,region,branch,client_gender,income,vehicle_production_year,vehicle_initial_assessment_value,age,had_car_loan,had_other_loans
7410,early,0.0555555555555556,leaseback,54,7200,0.576923076923077,28.8147493447949,2.5305,region 5,branch 5,male,480,2002,12480,57.0,0,0
7411,early,0.0555555555555556,leaseback,54,11520,0.558139534883721,28.2475196339443,2.5305,region 6,branch 6,male,0,2010,20640,39.0,1,0
7412,early,0.0555555555555556,leaseback,54,1680,0.291666666666667,36.4935539229964,3.374,region 6,branch 6,male,816,1998,5760,37.0,0,0
7413,early,0.0555555555555556,leaseback,54,4032,0.8,37.4650662418382,3.374,region 6,branch 2,male,960,1999,5040,24.0,0,0
7414,early,0.0555555555555556,leaseback,54,5760,0.428571428571429,37.6159694261061,3.374,region 6,branch 2,female,0,2010,13440,67.0,0,0
7415,early,0.0555555555555556,leaseback,54,7200,0.789473684210526,35.7301525527481,3.374,region 6,branch 5,female,960,2004,9120,45.0,0,0
7416,early,0.0555555555555556,leasing,54,4320,0.818181818181818,36.1055661997718,3.374,region 6,branch 6,male,960,2000,5280,47.0,0,0
7417,early,0.0555555555555556,leaseback,54,5040,0.807692307692308,37.0057480527736,3.374,region 9,branch 4,male,720,1995,6240,31.0,0,0
7418,early,0.0555555555555556,leaseback,54,4800,0.5,37.963583385821,3.374,region 6,branch 5,male,1440,2001,9600,40.0,0,0
7419,early,0.0555555555555556,leasing,54,6480,0.710526315789474,38.240831828735,3.374,region 11,branch 5,male,571,2002,9120,28.0,0,0
7420,early,0.0555555555555556,leaseback,54,7200,0.833333333333333,36.750580536003,3.374,region 6,branch 5,male,1440,2003,8640,38.0,0,0
7421,early,0.0555555555555556,leasing,54,7200,0.625,36.6472562769158,3.374,region 5,branch 5,male,1056,2001,11520,41.0,0,0
7422,early,0.0555555555555556,leaseback,54,7680,0.8,36.5373517930972,3.374,region 2,branch 5,male,1200,2004,9600,31.0,0,0
7423,early,0.0555555555555556,leasing,54,3120,0.8125,37.4184542800071,3.374,region 7,branch 7,male,672,1996,3840,24.0,0,0
7424,early,0.0555555555555556,leaseback,54,19200,0.712145920536454,36.9927105696532,3.374,region 7,branch 7,male,4800,2012,26961,42.0,1,0
7425,early,0.0555555555555556,leaseback,54,9600,0.5,37.4538424360522,3.374,region 6,branch 5,male,1440,2007,19200,38.0,0,0
7426,early,0.0555555555555556,leaseback,108,3120,0.40625,35.1578301914262,3.374,region 8,branch 6,male,0,2001,7680,31.0,0,0
7427,early,0.0555555555555556,leaseback,54,4800,0.833333333333333,35.283375352166,3.374,region 7,branch 7,male,926,1998,5760,33.0,0,0
7428,early,0.0555555555555556,leaseback,54,9600,0.5,37.559432396594,3.374,region 6,branch 5,male,1680,2006,19200,37.0,0,0
7429,early,0.0555555555555556,leaseback,54,5280,0.275,37.1028336805779,3.374,region 10,branch 1,male,1200,2005,19200,41.0,0,0
7430,early,0.0555555555555556,leaseback,54,4800,0.285714285714286,37.1180562487848,3.374,region 10,branch 1,male,2880,2005,16800,47.0,1,0
7431,early,0.0555555555555556,leaseback,54,9360,0.886363636363636,38.0940957385572,3.374,region 6,branch 6,male,1920,2004,10560,50.0,0,0
7432,early,0.0555555555555556,leaseback,54,8640,0.580645161290323,37.2528862772395,3.374,region 6,branch 5,male,840,2002,14880,33.0,0,0
7433,early,0.0555555555555556,leaseback,54,4800,0.526315789473684,35.283375352166,3.374,region 10,branch 1,male,1344,2003,9120,49.0,0,0
7434,early,0.0555555555555556,leaseback,54,6000,0.657894736842105,35.05348124169,3.374,region 2,branch 5,male,1344,1995,9120,58.0,0,0
7435,early,0.0555555555555556,leaseback,54,5280,0.458333333333333,37.1028336805779,3.374,region 5,branch 5,male,599,2004,11520,29.0,0,0
7436,early,0.0555555555555556,leaseback,54,4320,0.818181818181818,36.9281248279567,3.374,region 6,branch 6,female,0,1999,5280,41.0,0,0
7437,early,0.0555555555555556,leaseback,54,4800,0.526315789473684,37.5384311267807,3.374,region 2,branch 5,male,864,2006,9120,24.0,0,0
7438,early,0.0555555555555556,leaseback,54,6960,0.58,37.2754313255922,3.374,region 6,branch 5,male,1440,2003,12000,35.0,0,0
7439,early,0.0555555555555556,leaseback,54,11040,0.676470588235294,35.5924381414487,3.374,region 9,branch 7,female,374,2008,16320,55.0,0,0
7440,early,0.0555555555555556,leaseback,54,6240,0.787878787878788,35.1475225130409,3.374,region 6,branch 5,male,960,1999,7920,27.0,0,0
7441,early,0.0555555555555556,leaseback,108,9600,0.465116279069767,35.0476127383563,3.374,region 6,branch 6,male,0,2007,20640,57.0,0,0
7442,early,0.0555555555555556,leaseback,54,5760,0.75,36.9858901760545,3.374,region 6,branch 6,male,0,2007,7680,45.0,0,0
7443,early,0.0555555555555556,leaseback,54,5760,0.48,37.0901662096408,3.374,region 6,branch 5,male,1200,2002,12000,49.0,0,0
7444,early,0.0555555555555556,leaseback,108,14400,0.576923076923077,35.2292716144428,3.374,region 3,branch 3,female,1440,2007,24960,34.0,0,0
7445,early,0.0555555555555556,leaseback,108,9600,0.769230769230769,35.8551787513776,3.374,region 6,branch 3,male,4096,2006,12480,30.0,0,0
7446,early,0.0555555555555556,leaseback,108,6720,0.736842105263158,35.4039341476455,3.374,region 6,branch 3,male,720,2000,9120,29.0,0,0
7447,early,0.0555555555555556,leaseback,27,1680,0.291666666666667,37.136651755987,2.6710832771,region 5,branch 6,male,1200,1999,5760,34.0,0,0
7448,early,0.0555555555555556,leaseback,27,2400,0.3125,37.3075364303995,3.374,region 6,branch 2,male,0,2008,7680,37.0,0,1
7449,early,0.0555555555555556,leaseback,27,1680,0.291666666666667,39.71113068485,3.374,region 2,branch 6,male,720,2000,5760,37.0,0,1
7450,early,0.0555555555555556,leaseback,27,1680,0.318181818181818,36.155049496425,3.374,region 6,branch 6,male,960,1998,5280,28.0,0,0
7451,early,0.0555555555555556,leaseback,27,1680,0.538461538461538,37.136651755987,2.6710832771,region 9,branch 4,female,0,2003,3120,70.0,0,0
7452,early,0.0555555555555556,leaseback,27,2400,0.555555555555556,37.6988109732946,2.6710832771,region 9,branch 4,male,960,2003,4320,23.0,0,0
7453,early,0.0555555555555556,leaseback,27,4800,0.303030303030303,34.7282659566698,2.6710832771,region 5,branch 6,male,1440,2006,15840,30.0,0,0
7454,early,0.0555555555555556,leaseback,27,1920,0.333333333333333,38.5165577742205,3.374,region 6,branch 5,male,960,1994,5760,22.0,0,0
7455,early,0.0555555555555556,leaseback,54,7200,0.517241379310345,32.9384587341737,2.6710832771,,branch 2,male,960,2004,13920,23.0,0,0
7456,early,0.0555555555555556,leasing,54,6240,0.684210526315789,37.3939376898299,3.374,,branch 5,male,768,2000,9120,24.0,1,0
7457,early,0.0555555555555556,leaseback,54,7200,0.447761194029851,36.134930310313,3.374,,branch 5,male,960,2006,16080,27.0,0,0
7458,early,0.0555555555555556,leaseback,108,7200,0.3,32.0972270661103,2.6710832771,,branch 6,male,1920,2010,24000,23.0,0,0
7459,early,0.0555555555555556,leaseback,54,6720,0.482758620689655,34.5655886278281,2.6710832771,,branch 2,male,1440,2007,13920,23.0,0,0
7460,early,0.0555555555555556,leasing,54,6000,0.892857142857143,30.4462023465809,2.6710832771,,branch 5,male,864,2008,6720,28.0,1,0
7461,early,0.0555555555555556,leaseback,54,5280,0.785714285714286,34.5799077159212,3.374,,branch 6,male,960,2005,6720,53.0,0,0
7462,early,0.0555555555555556,leaseback,54,2400,0.3125,37.7082214960107,3.374,,branch 6,male,1440,1998,7680,35.0,0,0
7463,early,0.0555555555555556,leaseback,54,7200,0.714285714285714,36.8541939681369,3.374,,branch 1,male,2400,2011,10080,30.0,0,0
7464,early,0.0555555555555556,leaseback,54,2640,0.55,35.5136408982164,3.374,,branch 6,male,1440,1999,4800,43.0,0,0
7465,early,0.0555555555555556,leasing,54,6480,0.9,36.045344208856,3.374,,branch 5,male,1440,2005,7200,37.0,0,0
7466,early,0.0555555555555556,leasing,54,2880,0.6,36.8128751623011,3.374,,branch 5,male,1200,1998,4800,28.0,0,0
7467,early,0.0555555555555556,leaseback,54,2400,0.357142857142857,37.8145553345892,3.374,,branch 3,male,0,1996,6720,31.0,0,0
7468,early,0.0555555555555556,leaseback,108,12000,0.694444444444444,35.6399700670901,3.374,,branch 3,female,0,2002,17280,36.0,0,0
7469,early,0.0555555555555556,leaseback,108,9120,0.791666666666667,36.7633695675193,3.374,,branch 3,male,0,2003,11520,24.0,0,0
7470,early,0.0555555555555556,leaseback,108,4320,0.75,35.0461046879935,3.374,,branch 3,male,0,1999,5760,,0,0
7471,early,0.0555555555555556,leasing,108,9120,0.76,35.9952444355928,3.374,,branch 3,male,0,2006,12000,,0,0
7472,early,0.05,leaseback,90,2880,0.666666666666667,32.6418744647321,2.6710832771,region 8,branch 5,male,1200,1999,4320,46.0,0,1
7473,early,0.05,leaseback,90,3360,0.518518518518518,33.5216896803444,2.6710832771,region 5,branch 5,male,960,2004,6480,24.0,1,1
7474,early,0.05,leaseback,180,6240,0.773809523809524,32.2391772807534,2.6710832771,region 5,branch 5,male,1200,2004,8064,32.0,1,1
7475,early,0.05,leaseback,90,2400,0.292397660818713,33.72157823285,2.6710832771,region 6,branch 5,male,1440,2000,8208,25.0,1,1
7476,early,0.05,leaseback,90,3360,0.636363636363636,29.8322268749099,2.6710832771,region 5,branch 2,male,4195,1995,5280,44.0,1,0
7477,early,0.05,leaseback,90,2880,0.315789473684211,31.9149946823207,2.6710832771,region 6,branch 6,male,0,2000,9120,36.0,0,0
7478,early,0.05,leaseback,90,2400,0.625,31.8281051115465,2.6710832771,region 5,branch 5,male,1200,1998,3840,33.0,0,1
7479,early,0.05,leaseback,90,1920,0.307692307692308,32.0074545650421,2.6710832771,region 3,branch 6,female,864,2003,6240,59.0,0,0
7480,early,0.05,leaseback,90,4032,0.6,32.6789159857362,2.6710832771,region 3,branch 6,male,1680,2004,6720,25.0,0,1
7481,early,0.05,leaseback,90,3600,0.6,31.9400448226177,2.6710832771,region 8,branch 6,male,720,2002,6000,22.0,0,1
7482,early,0.05,leaseback,90,13920,0.725,33.1610423462786,2.6710832771,region 5,branch 5,male,4800,2007,19200,41.0,0,1
7483,early,0.05,leaseback,90,10080,0.617647058823529,30.1359735619182,2.6710832771,region 10,branch 1,male,2880,2009,16320,34.0,1,1
7484,early,0.05,leaseback,90,3360,0.5,32.0750082353094,2.6710832771,region 9,branch 4,male,0,2011,6720,21.0,0,1
7485,early,0.05,leaseback,90,3600,0.625,33.0811285930996,2.6710832771,region 8,branch 6,male,1920,1999,5760,25.0,0,1
7486,early,0.05,leaseback,90,1920,0.363636363636364,33.5444393469781,2.6710832771,region 3,branch 6,male,0,1998,5280,30.0,0,1
7487,early,0.05,leaseback,90,9600,0.8,33.3748994921772,2.6710832771,region 8,branch 6,male,1200,2003,12000,26.0,1,1
7488,early,0.05,leaseback,90,9600,0.769230769230769,29.091577273019,2.5305,region 5,branch 2,female,562,2011,12480,49.0,1,1
7489,early,0.05,leaseback,90,9600,0.8,35.3850475933438,3.374,region 2,branch 5,male,0,2006,12000,35.0,0,1
7490,early,0.05,leaseback,90,1920,0.266666666666667,36.4427399913794,3.374,region 6,branch 6,male,864,2006,7200,30.0,0,1
7491,early,0.05,leaseback,90,4608,0.8,28.5484256785169,2.5305,region 6,branch 5,male,1920,1997,5760,38.0,1,1
7492,early,0.05,leasing,90,9600,0.526315789473684,36.0505946574535,3.374,region 6,branch 2,male,1440,2004,18240,49.0,0,1
7493,early,0.05,leaseback,90,11760,0.790322580645161,36.644715538083,3.374,region 5,branch 5,male,1920,2004,14880,38.0,1,1
7494,early,0.05,leasing,90,10560,0.55,35.3067898068364,3.374,region 6,branch 5,male,0,2014,19200,44.0,0,0
7495,early,0.05,leaseback,90,13440,0.736842105263158,35.1501897951986,3.374,region 6,branch 5,male,720,2013,18240,25.0,1,1
7496,early,0.05,leaseback,90,14400,0.75,21.4827675512229,2.5305,region 6,branch 5,male,1536,2005,19200,28.0,0,0
7497,early,0.05,leaseback,90,10080,0.777777777777778,35.6023049643551,3.374,region 5,branch 5,male,960,2006,12960,70.0,1,0
7498,early,0.05,leaseback,90,1920,0.363636363636364,36.2158692508222,3.374,region 7,branch 7,male,1200,2000,5280,30.0,1,1
7499,early,0.05,leaseback,90,10080,0.67741935483871,36.5004806703646,3.374,region 5,branch 2,male,1920,2011,14880,27.0,1,0
7500,early,0.05,leaseback,90,2400,0.416666666666667,35.1956769367742,3.374,region 9,branch 4,male,1200,2000,5760,58.0,0,0
7501,early,0.05,leaseback,90,9600,0.714285714285714,29.3119591523806,2.5305,region 8,branch 5,male,2640,2005,13440,43.0,1,0
7502,early,0.05,leaseback,90,6528,0.8,36.1538304386017,3.374,region 10,branch 1,female,720,1998,8160,29.0,0,0
7503,early,0.05,leaseback,90,6912,0.9,36.3751973501251,3.374,region 3,branch 5,male,1517,2001,7680,45.0,0,0
7504,early,0.05,leaseback,90,5280,0.846153846153846,36.9369999644043,3.374,region 5,branch 5,male,1440,1998,6240,48.0,0,0
7505,early,0.05,leaseback,90,7680,0.8,34.8927072514043,3.374,region 6,branch 5,male,1920,2003,9600,36.0,0,0
7506,early,0.05,leaseback,90,15360,0.8,35.953452458275,3.374,region 6,branch 5,male,3360,2006,19200,41.0,0,0
7507,early,0.05,leasing,90,4080,0.5,36.3579100872999,3.374,region 10,branch 3,male,1920,2003,8160,42.0,0,0
7508,early,0.05,leaseback,90,5280,0.763888888888889,36.9827934956894,2.6710832771,region 5,branch 6,female,2400,2001,6912,30.0,1,0
7509,early,0.05,leaseback,90,19200,0.296296296296296,37.7626772231589,2.6710832771,region 5,branch 6,male,446,2014,64800,44.0,0,0
7510,early,0.05,leaseback,90,14400,0.333333333333333,37.221673716278,2.6710832771,region 8,branch 5,male,3840,2003,43200,49.0,0,0
7511,early,0.05,leaseback,90,2400,0.555555555555556,36.7327650028654,2.6710832771,region 3,branch 5,male,0,2002,4320,45.0,0,0
7512,early,0.05,leaseback,90,7200,0.416666666666667,32.1502591380356,2.6710832771,region 8,branch 6,male,0,2008,17280,57.0,0,0
7513,early,0.05,leaseback,90,7200,0.367647058823529,32.46488094446,2.6710832771,region 5,branch 6,male,1920,2015,19584,26.0,0,0
7514,early,0.05,leaseback,90,17760,0.587301587301587,32.2311940468524,2.6710832771,region 5,branch 6,male,264,2013,30240,26.0,0,0
7515,early,0.05,leaseback,90,5760,0.333333333333333,32.8666353917973,2.6710832771,region 8,branch 6,male,0,2008,17280,25.0,0,0
7516,early,0.05,leaseback,90,2400,0.568181818181818,33.2607727661506,2.6710832771,region 7,branch 7,male,648,1999,4224,34.0,0,0
7517,early,0.05,leaseback,90,6240,0.300925925925926,29.9133239796657,2.6710832771,region 6,branch 5,male,1440,2012,20736,25.0,1,0
7518,early,0.05,leaseback,90,5760,0.413793103448276,32.3215811752543,2.6710832771,region 6,branch 5,male,1200,2011,13920,31.0,1,0
7519,early,0.05,leaseback,90,2400,0.208333333333333,32.964278124888,2.6710832771,region 5,branch 5,male,1920,2001,11520,37.0,0,0
7520,early,0.05,leaseback,90,9600,0.606060606060606,29.7380792852087,2.6710832771,region 2,branch 5,male,1200,2008,15840,24.0,1,0
7521,early,0.05,leaseback,90,4320,0.473684210526316,32.797737402246,2.6710832771,region 5,branch 6,male,1008,2008,9120,24.0,1,0
7522,early,0.05,leaseback,90,4800,0.555555555555556,31.7795623425519,2.6710832771,region 5,branch 5,male,960,2009,8640,30.0,0,0
7523,early,0.05,leaseback,90,7200,0.6,32.6829456897736,2.6710832771,region 5,branch 5,male,0,2001,12000,25.0,0,0
7524,early,0.05,leaseback,90,9600,0.588235294117647,32.8559343098571,2.6710832771,region 5,branch 2,male,1680,2008,16320,37.0,0,0
7525,early,0.05,leaseback,90,7680,0.32,32.8702989730717,2.6710832771,region 6,branch 5,male,0,2013,24000,34.0,0,0
7526,early,0.05,leaseback,90,13440,0.666666666666667,32.4571581422792,2.6710832771,region 8,branch 6,male,2400,2006,20160,60.0,0,0
7527,early,0.05,leaseback,90,7200,0.789473684210526,32.7468388040972,2.6710832771,region 1,branch 2,male,2400,2005,9120,35.0,0,0
7528,early,0.05,leaseback,90,7200,0.535714285714286,33.4600905964386,2.6710832771,region 3,branch 6,male,1440,2008,13440,26.0,0,0
7529,early,0.05,leaseback,90,1920,0.333333333333333,32.0074545650421,2.6710832771,region 7,branch 7,male,600,2000,5760,32.0,0,0
7530,early,0.05,leasing,90,7680,0.8,31.7998960520605,2.6710832771,region 3,branch 2,male,720,1999,9600,26.0,0,0
7531,early,0.05,leaseback,90,7200,0.535714285714286,32.1773455479247,2.6710832771,region 5,branch 2,female,0,2010,13440,57.0,0,0
7532,early,0.05,leaseback,90,11520,0.8,32.8463624349176,2.6710832771,region 6,branch 5,male,5760,2013,14400,32.0,1,0
7533,early,0.05,leaseback,90,6048,0.6,32.8896983308127,2.6710832771,region 5,branch 5,male,0,1995,10080,25.0,0,0
7534,early,0.05,leaseback,90,2880,0.4,31.4239600748589,2.6710832771,region 6,branch 2,male,960,1998,7200,34.0,0,0
7535,early,0.05,leaseback,90,6720,0.486111111111111,32.2453484307919,2.6710832771,region 6,branch 5,male,0,2012,13824,32.0,0,0
7536,early,0.05,leasing,90,5520,0.793103448275862,32.7700593304357,2.6710832771,region 5,branch 2,male,1344,2005,6960,28.0,0,0
7537,early,0.05,leaseback,90,14400,0.789473684210526,31.8912790644641,2.6710832771,region 5,branch 2,male,2400,2006,18240,58.0,0,0
7538,early,0.05,leaseback,90,10080,0.777777777777778,30.7191007942448,2.6710832771,region 5,branch 5,male,960,2002,12960,38.0,1,0
7539,early,0.05,leaseback,90,7200,0.882352941176471,32.6829456897736,2.6710832771,region 2,branch 5,male,0,2005,8160,32.0,0,0
7540,early,0.05,leaseback,90,3360,0.4375,32.5151588907042,2.6710832771,region 6,branch 5,male,0,2003,7680,28.0,0,0
7541,early,0.05,leaseback,90,4080,0.85,32.486595324741,2.6710832771,region 7,branch 7,male,960,1998,4800,28.0,0,0
7542,early,0.05,leaseback,90,7200,0.75,32.3657991858791,2.6710832771,region 7,branch 7,male,2160,2008,9600,37.0,0,0
7543,early,0.05,leaseback,90,3840,0.5,32.9422629560308,2.6710832771,region 6,branch 2,male,1440,2006,7680,31.0,0,0
7544,early,0.05,leaseback,90,2592,0.9,32.6268069978542,2.6710832771,region 7,branch 7,male,576,1995,2880,24.0,0,0
7545,early,0.05,leaseback,90,24480,0.51,21.36629736831,2.5305,region 5,branch 5,male,0,2011,48000,37.0,0,0
7546,early,0.05,leaseback,90,1680,0.21875,33.1282523410664,2.6710832771,region 10,branch 1,male,1200,1998,7680,24.0,0,0
7547,early,0.05,leaseback,90,4800,0.833333333333333,31.8412751005999,2.6710832771,region 6,branch 2,male,0,2001,5760,38.0,0,0
7548,early,0.05,leaseback,90,3840,0.615384615384615,31.9928991678352,2.6710832771,region 9,branch 4,male,720,2009,6240,23.0,0,0
7549,early,0.05,leaseback,90,1920,0.285714285714286,32.3203026452673,2.6710832771,region 5,branch 2,male,1920,2001,6720,34.0,0,0
7550,early,0.05,leaseback,90,14160,0.627659574468085,32.3288916244422,2.6710832771,region 5,branch 7,male,1200,2007,22560,24.0,0,0
7551,early,0.05,leaseback,90,5760,0.857142857142857,30.0001391280883,2.6710832771,region 5,branch 2,male,1200,1996,6720,34.0,1,0
7552,early,0.05,leaseback,90,7200,0.789473684210526,35.0413965479763,3.374,region 5,branch 5,male,2880,2002,9120,41.0,0,0
7553,early,0.05,leaseback,90,9120,0.791666666666667,35.6819664695133,3.374,region 5,branch 5,male,0,2009,11520,33.0,0,0
7554,early,0.05,leaseback,90,11040,0.793103448275862,37.0330020845685,3.374,region 3,branch 5,male,2400,2002,13920,38.0,0,0
7555,early,0.05,leaseback,90,2880,0.428571428571429,35.3752756017149,3.374,region 1,branch 2,male,1440,2006,6720,40.0,0,0
7556,early,0.05,leaseback,90,4800,0.555555555555556,35.0077196069555,3.374,region 3,branch 2,male,960,2005,8640,46.0,0,0
7557,early,0.05,leaseback,90,4800,0.833333333333333,36.4122650002205,3.374,region 6,branch 5,male,960,2002,5760,57.0,0,0
7558,early,0.05,leasing,90,5280,0.611111111111111,36.9369999644043,3.374,region 6,branch 2,male,0,1999,8640,39.0,0,0
7559,early,0.05,leaseback,90,8160,0.772727272727273,37.2076829557226,3.374,region 5,branch 5,female,960,2007,10560,38.0,0,0
7560,early,0.05,leaseback,90,7200,0.882352941176471,28.5117577940788,2.5305,region 5,branch 5,male,1200,2000,8160,28.0,1,0
7561,early,0.05,leaseback,90,3360,0.4375,36.312809279112,3.374,region 6,branch 5,male,960,2008,7680,26.0,1,0
7562,early,0.05,leaseback,90,7200,0.882352941176471,36.3718301342175,3.374,region 6,branch 6,male,720,2008,8160,23.0,0,0
7563,early,0.05,leaseback,90,9600,0.740740740740741,36.3516290572057,3.374,region 5,branch 6,male,1123,2010,12960,24.0,0,0
7564,early,0.05,leaseback,90,9600,0.740740740740741,36.3516290572057,3.374,region 5,branch 2,male,1440,2009,12960,50.0,0,0
7565,early,0.05,leaseback,90,9600,0.666666666666667,36.276063286019,3.374,region 8,branch 5,male,1920,2005,14400,36.0,1,0
7566,early,0.05,leaseback,90,12000,0.793650793650794,35.4464873581755,3.374,region 6,branch 5,male,1920,2003,15120,36.0,0,0
7567,early,0.05,leasing,90,5280,0.733333333333333,35.8013174038631,3.374,region 6,branch 6,male,672,1997,7200,31.0,0,0
7568,early,0.05,leasing,90,15360,0.8,34.9286247134339,3.374,region 6,branch 6,male,3360,2007,19200,41.0,0,0
7569,early,0.05,leaseback,90,5760,0.8,28.8518419410759,2.5305,region 3,branch 6,male,1200,2000,7200,40.0,1,0
7570,early,0.05,leasing,90,6000,0.78125,35.2742148800771,3.374,region 6,branch 6,male,1680,1998,7680,48.0,0,0
7571,early,0.05,leaseback,90,9888,0.710344827586207,35.8252213473023,3.374,region 5,branch 5,female,960,2011,13920,31.0,0,0
7572,early,0.05,leaseback,90,3840,0.470588235294118,36.0656067476615,3.374,region 3,branch 2,male,2400,1997,8160,31.0,0,0
7573,early,0.05,leaseback,90,11040,0.741935483870968,36.3437261265448,3.374,region 3,branch 5,male,1440,2007,14880,34.0,1,0
7574,early,0.05,leaseback,90,6720,0.666666666666667,36.3019646306627,3.374,region 6,branch 5,male,1200,2002,10080,35.0,1,0
7575,early,0.05,leaseback,90,3840,0.285714285714286,34.6782442216704,3.374,region 9,branch 4,male,1200,2000,13440,46.0,0,0
7576,early,0.05,leaseback,90,14400,0.697674418604651,36.1055291726799,3.374,region 5,branch 5,male,1152,2011,20640,25.0,0,0
7577,early,0.05,leasing,90,4800,0.833333333333333,34.935756170051,3.374,region 6,branch 2,male,1440,1999,5760,60.0,0,0
7578,early,0.05,leaseback,90,3840,0.32,35.5462502870107,3.374,region 6,branch 5,male,1200,2003,12000,43.0,0,0
7579,early,0.05,leaseback,90,8640,0.818181818181818,35.6116545716882,3.374,region 5,branch 6,male,2400,2001,10560,42.0,0,0
7580,early,0.05,leaseback,90,4800,0.769230769230769,35.2247598912335,3.374,region 8,branch 5,male,1440,2001,6240,33.0,0,0
7581,early,0.05,leaseback,90,7200,0.75,35.5511540091186,3.374,region 6,branch 5,male,1440,2003,9600,32.0,0,0
7582,early,0.05,leaseback,90,7680,0.761904761904762,36.3667801128921,3.374,region 6,branch 5,male,960,2000,10080,30.0,1,0
7583,early,0.05,leasing,90,6720,0.823529411764706,36.9129023614286,3.374,region 7,branch 5,male,720,2003,8160,28.0,0,0
7584,early,0.05,leaseback,90,12000,0.694444444444444,35.9638991097297,3.374,region 6,branch 5,female,0,2008,17280,38.0,0,0
7585,early,0.05,leaseback,90,3840,0.444444444444444,36.2912160164126,3.374,region 5,branch 6,male,1200,2001,8640,53.0,0,0
7586,early,0.05,leaseback,90,2400,0.416666666666667,36.0806158933343,3.374,region 6,branch 3,male,653,1998,5760,50.0,0,0
7587,early,0.05,leaseback,90,5760,0.75,36.6968293387955,3.374,region 6,branch 5,female,720,2006,7680,48.0,0,0
7588,early,0.05,leaseback,90,8880,0.660714285714286,36.6609323639745,3.374,region 8,branch 5,male,1200,2001,13440,34.0,0,0
7589,early,0.05,leasing,90,3360,0.777777777777778,36.9240342462691,3.374,region 6,branch 3,male,1200,2005,4320,47.0,0,0
7590,early,0.05,leaseback,90,9600,0.588235294117647,36.5033801606793,3.374,region 3,branch 3,male,960,2006,16320,30.0,0,0
7591,early,0.05,leaseback,90,19200,0.8,36.0955293428921,3.374,region 6,branch 3,female,1680,2011,24000,59.0,0,0
7592,early,0.05,leaseback,90,7200,0.714285714285714,35.3315199893598,3.374,region 2,branch 3,male,768,2006,10080,27.0,0,0
7593,early,0.05,leaseback,90,9600,0.606060606060606,35.4582051986651,3.374,region 6,branch 3,male,960,2003,15840,27.0,0,0
7594,early,0.05,leaseback,90,2640,0.578947368421053,35.6131510979283,3.374,region 3,branch 3,male,1920,1994,4560,28.0,0,0
7595,early,0.05,leaseback,90,6720,0.823529411764706,35.1191464645471,3.374,region 6,branch 3,female,1200,2006,8160,44.0,0,0
7596,early,0.05,leaseback,90,8160,0.772727272727273,35.911808770428,3.374,region 6,branch 3,male,1440,1996,10560,60.0,0,0
7597,early,0.05,leasing,90,6960,0.828571428571429,36.0733231995525,3.374,region 3,branch 3,female,960,2008,8400,37.0,0,0
7598,early,0.05,leaseback,90,4800,0.526315789473684,36.6407146252187,3.374,region 6,branch 3,male,720,1992,9120,38.0,0,0
7599,early,0.05,leaseback,90,7200,0.681818181818182,36.0705720750296,3.374,region 6,branch 3,male,2160,2004,10560,30.0,0,0
7600,early,0.05,leaseback,90,13440,0.823529411764706,36.8687700427629,3.374,region 6,branch 3,male,2400,2003,16320,52.0,0,0
7601,early,0.05,leasing,90,9120,0.76,35.4612883154967,3.374,region 6,branch 3,male,1200,2002,12000,26.0,0,0
7602,early,0.05,leaseback,90,4320,0.75,32.6698532776171,2.6710832771,,branch 5,male,864,2000,5760,21.0,0,1
7603,early,0.05,leaseback,90,4800,0.769230769230769,33.0425323976218,2.6710832771,,branch 5,female,1440,1995,6240,39.0,0,1
7604,early,0.05,leaseback,90,7200,0.789473684210526,36.7530550634926,3.374,,branch 5,male,0,2006,9120,34.0,0,0
7605,early,0.05,leaseback,90,5760,0.631578947368421,35.1329222660569,3.374,,branch 5,male,0,2004,9120,35.0,0,0
7606,early,0.05,leaseback,90,9600,0.769230769230769,37.0411074155477,3.374,,branch 3,male,0,2005,12480,26.0,0,0
7607,early,0.05,leaseback,90,7200,0.75,34.6119403843734,3.374,,branch 3,male,0,2008,9600,23.0,0,0
7608,early,0.05,leaseback,90,2400,0.138888888888889,33.6173980907742,2.6710832771,,branch 6,male,1200,2009,17280,25.0,1,0
7609,early,0.05,leaseback,90,4320,0.9,29.3490540824043,2.6710832771,,branch 2,male,1200,1995,4800,36.0,1,0
7610,early,0.05,leaseback,90,5760,0.8,36.392039853214,3.374,,branch 6,male,840,2004,7200,27.0,0,0
7611,early,0.05,leaseback,90,2880,0.6,36.0406647134132,3.374,,branch 2,male,0,2000,4800,53.0,0,0
7612,early,0.05,leaseback,90,13440,0.651162790697674,35.0057089604197,3.374,,branch 6,female,0,2013,20640,32.0,0,0
7613,early,0.05,leaseback,90,17520,0.744897959183674,36.5519682218162,3.374,,branch 5,male,1440,2018,23520,31.0,0,0
7614,early,0.05,leaseback,90,14880,0.720930232558139,35.5842098379123,3.374,,branch 5,male,0,2013,20640,57.0,0,0
7615,early,0.0476190476190476,leaseback,126,4536,0.9,31.9988625391944,2.6710832771,region 2,branch 5,male,1920,2001,5040,33.0,0,1
